연번,공공데이터 서비스명,"서비스
유형",요청인자,,출력항목,
113,식품첨가물제조업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
113,식품첨가물제조업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
113,식품첨가물제조업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
113,식품첨가물제조업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
114,식품판매업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
114,식품판매업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
114,식품판매업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
114,식품판매업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
114,식품판매업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
114,식품판매업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
114,식품판매업 인허가 대장,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
114,식품판매업 인허가 대장,OPEN API,BSSH_NM,업체명,,
115,식품판매업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
115,식품판매업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
115,식품판매업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
115,식품판매업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
115,식품판매업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
115,식품판매업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
115,식품판매업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
115,식품판매업 폐업정보,OPEN API,,,BSSH_NM,업소명
115,식품판매업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
116,신고대상분류기준,OPEN API,keyid,인증키,USER_DFN_CLMN_2,분류2
116,신고대상분류기준,OPEN API,serviceId,서비스명,USER_DFN_CLMN_1,분류1
116,신고대상분류기준,OPEN API,dataType,요청파일 타입,FNPRT_CD_NM,신고분류
116,신고대상분류기준,OPEN API,startidx,요청시작위치,CMMN_CD_NM,분류
116,신고대상분류기준,OPEN API,endIdx,요청종료위치,,
117,어류질병정보,OPEN API,keyid,인증키,DGNS_MTHD_CN,진단방법내용
117,어류질병정보,OPEN API,serviceId,서비스명,CURE_PREVNT_MESUR_CN,치료예방대책내용
117,어류질병정보,OPEN API,dataType,요청파일 타입,SYMPTMS_CAUS_CN,증상원인내용
117,어류질병정보,OPEN API,startidx,요청시작위치,FISHSPCS_NM,어종명
117,어류질병정보,OPEN API,endIdx,요청종료위치,ARA_DVS_NM,지역구분명
117,어류질병정보,OPEN API,,,DISS_CL_DVS_NM,질병분류구분명
117,어류질병정보,OPEN API,,,DISS_NM,질병명
118,어린이 급식센터 지원현황,OPEN API,keyid,인증키,ETC_REG_CO,기타 수
118,어린이 급식센터 지원현황,OPEN API,serviceId,서비스명,DCCNTR_NMPR_CO,어린이집 인원수
118,어린이 급식센터 지원현황,OPEN API,dataType,요청파일 타입,DCCNTR_REG_CO,어린이집 수
118,어린이 급식센터 지원현황,OPEN API,startidx,요청시작위치,KNDRGR_NMPR_CO,유치원 인원수
118,어린이 급식센터 지원현황,OPEN API,endIdx,요청종료위치,KNDRGR_REG_CO,유치원 수
118,어린이 급식센터 지원현황,OPEN API,REPORT_YR,년도(YYYY),REPORT_QU,분기
118,어린이 급식센터 지원현황,OPEN API,CNTER_NM,센터명,REPORT_YR,년도
118,어린이 급식센터 지원현황,OPEN API,,,CNTER_NM,센터명
118,어린이 급식센터 지원현황,OPEN API,,,ETC_NMPR_CO,기타 인원수
118,어린이 급식센터 지원현황,OPEN API,,,INSTT_NM,관할기관
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,keyid,인증키,APPN_END_DT,만료일자
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,serviceId,서비스명,APPN_BGN_DT,인증일자
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,dataType,요청파일 타입,CN_WT,제품용량
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,startidx,요청시작위치,PRDLST_NM,제품명
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,endIdx,요청종료위치,PRDLST_CD_NM,식품유형
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,,,LCNS_NO,인허가번호
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,,,BSSH_NM,업소명
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,,,PRDLST_REPORT_NO,품목보고번호
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,,,CHILD_FAVOR_FOOD_TYPE_NM,제품형태
119,어린이 기호식품 품질인증 현황 및 재심사 현황,OPEN API,,,CHILD_FFQ_CRTFC_NO,인증번호
120,어린이 식품안전보호구역 관리 현황,OPEN API,keyid,인증키,UPJONG,업종(미사용)
120,어린이 식품안전보호구역 관리 현황,OPEN API,serviceId,서비스명,UPSO_NM,업소명(미사용)
120,어린이 식품안전보호구역 관리 현황,OPEN API,dataType,요청파일 타입,BSSH_NO,업소고유번호(미사용)
120,어린이 식품안전보호구역 관리 현황,OPEN API,startidx,요청시작위치,APPN_DT,지정일자
120,어린이 식품안전보호구역 관리 현황,OPEN API,endIdx,요청종료위치,ADDR,위치
120,어린이 식품안전보호구역 관리 현황,OPEN API,APPN_DT,지정일자,FOOD_SAFE_PRTC_ZONE_NM,식품안전보호구역지정명
120,어린이 식품안전보호구역 관리 현황,OPEN API,SCHL_NM,학교명,SCHL_NM,학교명
120,어린이 식품안전보호구역 관리 현황,OPEN API,,,HOLD_INSTT_NM,관할기관
121,어린이 우수판매업소 지정현황,OPEN API,keyid,인증키,HOLD_INSTT_CD,관할기관
121,어린이 우수판매업소 지정현황,OPEN API,serviceId,서비스명,APLC_DT,지정_일자
121,어린이 우수판매업소 지정현황,OPEN API,dataType,요청파일 타입,ADDR,주소
121,어린이 우수판매업소 지정현황,OPEN API,startidx,요청시작위치,UPJONG,업종
121,어린이 우수판매업소 지정현황,OPEN API,endIdx,요청종료위치,UPSO_NM,업소명
121,어린이 우수판매업소 지정현황,OPEN API,APPN_DT,지정일자(YYYYMMDD),GNT_NO,인허가번호
121,어린이 우수판매업소 지정현황,OPEN API,UPSO_NM,업소명,,
121,어린이 우수판매업소 지정현황,OPEN API,GNT_NO,인허가번호,,
122,영업소재지 GIS 코드,OPEN API,keyid,인증키,TONG,통
122,영업소재지 GIS 코드,OPEN API,serviceId,서비스명,ISSNO,호
122,영업소재지 GIS 코드,OPEN API,dataType,요청파일 타입,LNBR,번지
122,영업소재지 GIS 코드,OPEN API,startidx,요청시작위치,SAN,산
122,영업소재지 GIS 코드,OPEN API,endIdx,요청종료위치,LOCPLC,소재지
122,영업소재지 GIS 코드,OPEN API,CHNG_DT,최종수정일,BSSH_NM,업소명
122,영업소재지 GIS 코드,OPEN API,LCNS_NO,인허가번호,UFID_CD,UFID코드
122,영업소재지 GIS 코드,OPEN API,,,BDMERGEMANAGENO,건물통합관리번호
122,영업소재지 GIS 코드,OPEN API,,,PNU_CD,PNU코드
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDRSPCLADDR,도로명주소특수주소
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDRBDSUBNO,도로명주소건물부번호
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDRBDORIGNO,도로명주소건물본번호
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDRBDFLRDVS,도로명주소건물층구분
122,영업소재지 GIS 코드,OPEN API,,,LCNS_NO,인허가번호
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDREMDCD,도로명주소읍면동코드
122,영업소재지 GIS 코드,OPEN API,,,ROADNMADDREMDDVS,도로명주소읍면동구분
122,영업소재지 GIS 코드,OPEN API,,,ROADNMSIGNGUCD,도로명시군구코드
122,영업소재지 GIS 코드,OPEN API,,,SPCPPISSNO,특수지호
122,영업소재지 GIS 코드,OPEN API,,,SPCPPDONG,특수지동
122,영업소재지 GIS 코드,OPEN API,,,SPCLADDR,특수주소
122,영업소재지 GIS 코드,OPEN API,,,BAN,반
123,용기.포장류제조업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
123,용기.포장류제조업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
123,용기.포장류제조업 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
123,용기.포장류제조업 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
123,용기.포장류제조업 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
123,용기.포장류제조업 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
123,용기.포장류제조업 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
123,용기.포장류제조업 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
123,용기.포장류제조업 폐업정보,OPEN API,,,LCNS_NO,인허가번호
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,keyid,인증키,LAST_UPDT_DTM,최종수정일
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,serviceId,서비스명,SAUS,출처
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,dataType,요청파일 타입,KEYWORD,연관어
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,startidx,요청시작위치,DTL_DESC,설명
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,endIdx,요청종료위치,FRNTNFISH,외국어
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,WORD,단어,WORD,단어
124,용어사전(기구용기포장∙식의약품용어집),OPEN API,CHNG_DT,변경일자,,
125,우수수입업소 등록 현황,OPEN API,keyid,인증키,PRDLST_NM,품목명
125,우수수입업소 등록 현황,OPEN API,serviceId,서비스명,PRDLST_CNT,품목수
125,우수수입업소 등록 현황,OPEN API,dataType,요청파일 타입,INCM_PRDT_XPORT_MC_NM,수입제품제조회사명
125,우수수입업소 등록 현황,OPEN API,startidx,요청시작위치,EXCOURY_NATN_CD_NM,수출국가
125,우수수입업소 등록 현황,OPEN API,endIdx,요청종료위치,ADDR,소재지
125,우수수입업소 등록 현황,OPEN API,,,BSSH_NM,업소명
125,우수수입업소 등록 현황,OPEN API,,,PRMS_DT,허가일자
125,우수수입업소 등록 현황,OPEN API,,,LCNS_NO,인허가번호
125,우수수입업소 등록 현황,OPEN API,,,EXCLNC_INCM_BSSH_REGNO,우수수입업소등록번호
126,위생공통교육기관내역,OPEN API,keyid,인증키,PRMS_DT,허가일자
126,위생공통교육기관내역,OPEN API,serviceId,서비스명,TELNO,전화번호
126,위생공통교육기관내역,OPEN API,dataType,요청파일 타입,LOCP_ADDR_DTL,주소상세
126,위생공통교육기관내역,OPEN API,startidx,요청시작위치,LOCP_ADDR,주소
126,위생공통교육기관내역,OPEN API,endIdx,요청종료위치,ZIPNO,우편번호
126,위생공통교육기관내역,OPEN API,,,BSSH_NM,업소명
127,위생관리등급별 업소 현황,OPEN API,keyid,인증키,EVL_DT,평가일자
127,위생관리등급별 업소 현황,OPEN API,serviceId,서비스명,EVL_GRD_NM,평가등급
127,위생관리등급별 업소 현황,OPEN API,dataType,요청파일 타입,EVL_TYPE_DVS_NM,평가유형
127,위생관리등급별 업소 현황,OPEN API,startidx,요청시작위치,BSSH_NM,업소명
127,위생관리등급별 업소 현황,OPEN API,endIdx,요청종료위치,LCNS_NO,인허가번호
128,위생용품 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
128,위생용품 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
128,위생용품 폐업정보,OPEN API,dataType,요청파일 타입,CLSBIZ_DVS_CD_NM,페업상태
128,위생용품 폐업정보,OPEN API,startidx,요청시작위치,CLSBIZ_DT,폐업일자
128,위생용품 폐업정보,OPEN API,endIdx,요청종료위치,PRMS_DT,허가일자
128,위생용품 폐업정보,OPEN API,CHNG_DT,변경일자,INDUTY_NM,업종
128,위생용품 폐업정보,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
128,위생용품 폐업정보,OPEN API,CLSBIZ_DT,폐업일자,BSSH_NM,업소명
128,위생용품 폐업정보,OPEN API,,,LCNS_NO,인허가번호
129,위생용품수입업영업신고대장,OPEN API,keyid,인증키,TELNO,전화번호
129,위생용품수입업영업신고대장,OPEN API,serviceId,서비스명,INSTT_NM,기관명
129,위생용품수입업영업신고대장,OPEN API,dataType,요청파일 타입,LOCP_ADDR,주소
129,위생용품수입업영업신고대장,OPEN API,startidx,요청시작위치,PRMS_DT,허가일자
129,위생용품수입업영업신고대장,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
129,위생용품수입업영업신고대장,OPEN API,CHNG_DT,변경일자,PRSDNT_NM,대표자명
129,위생용품수입업영업신고대장,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
129,위생용품수입업영업신고대장,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
130,위생용품영업 생산실적보고,OPEN API,keyid,인증키,PRDCTN_QY,생산량(KG/위생물수건:매)
130,위생용품영업 생산실적보고,OPEN API,serviceId,서비스명,PRDLST_REPORT_NO,품목제조보고번호
130,위생용품영업 생산실적보고,OPEN API,dataType,요청파일 타입,EVL_YR,보고년도
130,위생용품영업 생산실적보고,OPEN API,startidx,요청시작위치,LCNS_NO,인허가번호
130,위생용품영업 생산실적보고,OPEN API,endIdx,요청종료위치,H_ITEM_NM,품목유형
130,위생용품영업 생산실적보고,OPEN API,EVL_YR,생산실적보고년도(YYYY)(필수),GUBUN,품목구분
130,위생용품영업 생산실적보고,OPEN API,LCNS_NO,인허가번호,PRDLST_NM,품목명
130,위생용품영업 생산실적보고,OPEN API,H_ITEM_NM,품목유형,BSSH_NM,업소명
131,위생용품영업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
131,위생용품영업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
131,위생용품영업정보,OPEN API,dataType,요청파일 타입,TELNO,전화번호
131,위생용품영업정보,OPEN API,startidx,요청시작위치,PRMS_DT,허가일자
131,위생용품영업정보,OPEN API,endIdx,요청종료위치,INDUTY_NM,업종
131,위생용품영업정보,OPEN API,CHNG_DT,변경일자,PRSDNT_NM,대표자명
131,위생용품영업정보,OPEN API,LCNS_NO,인허가번호,BSSH_NM,업소명
131,위생용품영업정보,OPEN API,,,LCNS_NO,인허가번호
132,위생용품품목제조보고,OPEN API,keyid,인증키,INDUTY_CD_NM,업종
132,위생용품품목제조보고,OPEN API,serviceId,서비스명,POG_DAYCNT,유통/소비기한
132,위생용품품목제조보고,OPEN API,dataType,요청파일 타입,PRODUCTION,생산종료여부
132,위생용품품목제조보고,OPEN API,startidx,요청시작위치,PRDLST_DCNM,유형
132,위생용품품목제조보고,OPEN API,endIdx,요청종료위치,PRDLST_NM,제품명
132,위생용품품목제조보고,OPEN API,CHNG_DT,변경일자(YYYYMMDD),PRMS_DT,허가일자
132,위생용품품목제조보고,OPEN API,PRDLST_REPORT_NO,품목제조번호,PRDLST_REPORT_NO,품목제조번호
132,위생용품품목제조보고,OPEN API,BSSH_NM,업소명,BSSH_NM,업소명
132,위생용품품목제조보고,OPEN API,PRDLST_NM,품목명,LAST_UPDT_DTM,최종수정일자
132,위생용품품목제조보고,OPEN API,,,LCNS_NO,인허가번호
133,위생용품품목제조보고(원재료),OPEN API,keyid,인증키,RAWMTRL_NM,원재료
133,위생용품품목제조보고(원재료),OPEN API,serviceId,서비스명,PRDLST_DCNM,유형
133,위생용품품목제조보고(원재료),OPEN API,dataType,요청파일 타입,PRDLST_NM,품목명
133,위생용품품목제조보고(원재료),OPEN API,startidx,요청시작위치,PRMS_DT,보고일자
133,위생용품품목제조보고(원재료),OPEN API,endIdx,요청종료위치,PRDLST_REPORT_NO,품목제조번호
133,위생용품품목제조보고(원재료),OPEN API,CHNG_DT,변경일자,BSSH_NM,업소명
133,위생용품품목제조보고(원재료),OPEN API,PRDLST_REPORT_NO,품목제조번호,LCNS_NO,인허가번호
133,위생용품품목제조보고(원재료),OPEN API,LCNS_NO,인허가번호,,
133,위생용품품목제조보고(원재료),OPEN API,BSSH_NM,업소명,,
133,위생용품품목제조보고(원재료),OPEN API,PRDLST_NM,품목명,,
133,위생용품품목제조보고(원재료),OPEN API,PRMS_DT,보고일자,,
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,keyid,인증키,GMO_PRDT_KND_CL_NM,제품종류
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,serviceId,서비스명,GMO_SAFTY_NO,통보 번호
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,dataType,요청파일 타입,ENDOW_CHARTR_CN,부여된 특성 내용
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,startidx,요청시작위치,PRMS_DT,허가 일자
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,,,BSSH_NM,업소명
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,,,INJECTION_GENE_CN,삽입된 유전자 내용
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,,,GOODS_NM,상품 명
134,유전자변형식품등의 안전성 평가 심사 결과 현황,OPEN API,,,PRDLST_NM,품목 명
135,유전자변형식품등의 표시기준,OPEN API,keyid,인증키,,
135,유전자변형식품등의 표시기준,OPEN API,serviceId,서비스명,,
135,유전자변형식품등의 표시기준,OPEN API,dataType,요청파일 타입,,
135,유전자변형식품등의 표시기준,OPEN API,startidx,요청시작위치,,
135,유전자변형식품등의 표시기준,OPEN API,endIdx,요청종료위치,,
136,유통바코드,OPEN API,keyid,인증키,HRNK_PRDLST_NM,품목분류_중분류
136,유통바코드,OPEN API,serviceId,서비스명,PRDLST_NM,품목분류_소분류
136,유통바코드,OPEN API,dataType,요청파일 타입,LAST_UPDT_DTM,최종수정일시
136,유통바코드,OPEN API,startidx,요청시작위치,PRDT_NM,제품명
136,유통바코드,OPEN API,endIdx,요청종료위치,CMPNY_NM,회사명
136,유통바코드,OPEN API,CHNG_DT,변경일자,PRDLST_REPORT_NO,품목보고번호
136,유통바코드,OPEN API,PRDLST_REPORT_NO,품목제조보고번호,HTRK_PRDLST_NM,품목분류_대분류
136,유통바코드,OPEN API,PRDT_NM,제품명,BRCD_NO,바코드번호
136,유통바코드,OPEN API,BRCD_NO,바코드번호,,
137,음식점업소 인허가 변경 정보,OPEN API,keyid,인증키,CHNG_PRVNS,변경사유
137,음식점업소 인허가 변경 정보,OPEN API,serviceId,서비스명,CHNG_AF_CN,변경후내용
137,음식점업소 인허가 변경 정보,OPEN API,dataType,요청파일 타입,CHNG_BF_CN,변경전내용
137,음식점업소 인허가 변경 정보,OPEN API,startidx,요청시작위치,CHNG_DT,변경일자
137,음식점업소 인허가 변경 정보,OPEN API,endIdx,요청종료위치,SITE_ADDR,주소
137,음식점업소 인허가 변경 정보,OPEN API,BSSH_NM,업소명,TELNO,전화번호
137,음식점업소 인허가 변경 정보,OPEN API,LCNS_NO,인허가번호,LCNS_NO,인허가번호
137,음식점업소 인허가 변경 정보,OPEN API,,,INDUTY_CD_NM,업종명
137,음식점업소 인허가 변경 정보,OPEN API,,,BSSH_NM,업소명
138,인허가 업소 정보,OPEN API,keyid,인증키,ADDR,주소
138,인허가 업소 정보,OPEN API,serviceId,서비스명,PRMS_DT,허가일자
138,인허가 업소 정보,OPEN API,dataType,요청파일 타입,TELNO,전화번호
138,인허가 업소 정보,OPEN API,startidx,요청시작위치,PRSDNT_NM,대표자명
138,인허가 업소 정보,OPEN API,endIdx,요청종료위치,BSSH_NM,업소명
138,인허가 업소 정보,OPEN API,LCNS_NO,영업고유구분번호(인허가번호),INDUTY_CD_NM,업종
138,인허가 업소 정보,OPEN API,INDUTY_CD_NM,업종,LCNS_NO,영업고유구분번호(인허가번호)
138,인허가 업소 정보,OPEN API,BSSH_NM,업소명,,
138,인허가 업소 정보,OPEN API,CHNG_DT,최종수정일자(YYYYMMDD),,
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,keyid,인증키,SCLAS_NM,소분류
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,serviceId,서비스명,MLSFC_NM,중분류
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,dataType,요청파일 타입,LCLAS_NM,대분류
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,startidx,요청시작위치,TMPR_STDR_APPLC_YN,잠정기준적용여부
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,endIdx,요청종료위치,DEDE_NTK_QTY,일일섭취량
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,,,FOOD_ENG_NM,식품영문명
139,잔류동물의약품 식품별 잔류허용 기준,OPEN API,,,FOOD_KOR_NM,식품한글명
140,조리식품의 레시피 DB,OPEN API,keyid,인증키,INFO_FAT,지방
140,조리식품의 레시피 DB,OPEN API,serviceId,서비스명,INFO_PRO,단백질
140,조리식품의 레시피 DB,OPEN API,dataType,요청파일 타입,INFO_CAR,탄수화물
140,조리식품의 레시피 DB,OPEN API,startidx,요청시작위치,INFO_ENG,열량
140,조리식품의 레시피 DB,OPEN API,endIdx,요청종료위치,RCP_NA_TIP,저감 조리법 TIP 
140,조리식품의 레시피 DB,OPEN API,RCP_NM,메뉴명,MANUAL_IMG20,만드는법_이미지_20
140,조리식품의 레시피 DB,OPEN API,RCP_PARTS_DTLS,재료정보1,MANUAL20,만드는법_20
140,조리식품의 레시피 DB,OPEN API,CHNG_DT,변경일자(YYYYMMDD),MANUAL_IMG19,만드는법_이미지_19
140,조리식품의 레시피 DB,OPEN API,RCP_PAT2,"요리종류(ex) 반찬, 국, 후식 등)",MANUAL19,만드는법_19
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG18,만드는법_이미지_18
140,조리식품의 레시피 DB,OPEN API,,,INFO_WGT,중량(1인분)
140,조리식품의 레시피 DB,OPEN API,,,MANUAL18,만드는법_18
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG17,만드는법_이미지_17
140,조리식품의 레시피 DB,OPEN API,,,MANUAL17,만드는법_17
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG16,만드는법_이미지_16
140,조리식품의 레시피 DB,OPEN API,,,MANUAL16,만드는법_16
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG15,만드는법_이미지_15
140,조리식품의 레시피 DB,OPEN API,,,MANUAL15,만드는법_15
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG14,만드는법_이미지_14
140,조리식품의 레시피 DB,OPEN API,,,MANUAL14,만드는법_14
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG13,만드는법_이미지_13
140,조리식품의 레시피 DB,OPEN API,,,RCP_PAT2,요리종류
140,조리식품의 레시피 DB,OPEN API,,,MANUAL13,만드는법_13
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG12,만드는법_이미지_12
140,조리식품의 레시피 DB,OPEN API,,,MANUAL12,만드는법_12
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG11,만드는법_이미지_11
140,조리식품의 레시피 DB,OPEN API,,,MANUAL11,만드는법_11
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG10,만드는법_이미지_10
140,조리식품의 레시피 DB,OPEN API,,,MANUAL10,만드는법_10
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG09,만드는법_이미지_09
140,조리식품의 레시피 DB,OPEN API,,,MANUAL09,만드는법_09
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG08,만드는법_이미지_08
140,조리식품의 레시피 DB,OPEN API,,,RCP_WAY2,조리방법
140,조리식품의 레시피 DB,OPEN API,,,MANUAL08,만드는법_08
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG07,만드는법_이미지_07
140,조리식품의 레시피 DB,OPEN API,,,MANUAL07,만드는법_07
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG06,만드는법_이미지_06
140,조리식품의 레시피 DB,OPEN API,,,MANUAL06,만드는법_06
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG05,만드는법_이미지_05
140,조리식품의 레시피 DB,OPEN API,,,MANUAL05,만드는법_05
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG04,만드는법_이미지_04
140,조리식품의 레시피 DB,OPEN API,,,MANUAL04,만드는법_04
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG03,만드는법_이미지_03
140,조리식품의 레시피 DB,OPEN API,,,RCP_NM,메뉴명
140,조리식품의 레시피 DB,OPEN API,,,MANUAL03,만드는법_03
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG02,만드는법_이미지_02
140,조리식품의 레시피 DB,OPEN API,,,MANUAL02,만드는법_02
140,조리식품의 레시피 DB,OPEN API,,,MANUAL_IMG01,만드는법_이미지_01
140,조리식품의 레시피 DB,OPEN API,,,MANUAL01,만드는법_01
140,조리식품의 레시피 DB,OPEN API,,,RCP_PARTS_DTLS,재료정보
140,조리식품의 레시피 DB,OPEN API,,,ATT_FILE_NO_MK,이미지경로(대)
140,조리식품의 레시피 DB,OPEN API,,,ATT_FILE_NO_MAIN,이미지경로(소)
140,조리식품의 레시피 DB,OPEN API,,,HASH_TAG,해쉬태그
140,조리식품의 레시피 DB,OPEN API,,,INFO_NA,나트륨
140,조리식품의 레시피 DB,OPEN API,,,RCP_SEQ,일련번호
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,keyid,인증키,TELNO,전화번호
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,serviceId,서비스명,INSTT_NM,기관명
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,startidx,요청시작위치,INDUTY_NM,업종명
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,endIdx,요청종료위치,LCNS_NO,인허가번호
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,CHNG_DT,변경일자,ADDR,주소
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,LCNS_NO,인허가번호,PRSDNT_NM,대표자명
141,주류제조.면허자 식품제조.가공영업 등록 현황,OPEN API,,,BSSH_NM,업소명
142,즉석판매제조가공업 인허가 대장,OPEN API,keyid,인증키,INSTT_NM,기관명
142,즉석판매제조가공업 인허가 대장,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
142,즉석판매제조가공업 인허가 대장,OPEN API,dataType,요청파일 타입,PRMS_DT,허가일자
142,즉석판매제조가공업 인허가 대장,OPEN API,startidx,요청시작위치,INDUTY_NM,업종
142,즉석판매제조가공업 인허가 대장,OPEN API,endIdx,요청종료위치,PRSDNT_NM,대표자명
142,즉석판매제조가공업 인허가 대장,OPEN API,CHNG_DT, 변경일자(YYYYMMDD),BSSH_NM,업소명
142,즉석판매제조가공업 인허가 대장,OPEN API,BSSH_NM,업소명,LCNS_NO,인허가번호
142,즉석판매제조가공업 인허가 대장,OPEN API,LCNS_NO,인허가번호,,
143,즉석판매제조가공업 폐업정보,OPEN API,keyid,인증키,INSTT_NM,기관명
143,즉석판매제조가공업 폐업정보,OPEN API,serviceId,서비스명,LOCP_ADDR,주소
